,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
10357,Female,48,1,28,0,1-2 Year,Yes,39777,26,216,1
28125,Female,25,1,9,1,< 1 Year,No,47740,152,151,0
8175,Male,30,1,17,0,1-2 Year,Yes,2630,26,286,0
57847,Male,55,1,28,1,1-2 Year,No,33593,124,250,0
32018,Male,22,1,13,1,< 1 Year,No,31852,152,49,0
61441,Male,49,1,41,0,1-2 Year,Yes,17702,163,275,1
50100,Male,52,1,28,0,> 2 Years,Yes,53935,26,240,1
50491,Female,24,1,42,1,< 1 Year,No,43442,152,209,0
23949,Male,34,1,28,0,< 1 Year,No,2630,1,11,0
4653,Male,26,1,47,1,< 1 Year,No,36805,152,101,0
48106,Male,25,1,29,1,< 1 Year,No,30832,152,176,0
30877,Male,21,1,8,0,< 1 Year,Yes,52561,160,122,0
44700,Male,51,1,38,0,1-2 Year,Yes,2630,157,279,1
33828,Male,23,1,47,0,< 1 Year,Yes,36455,152,226,1
7346,Male,24,1,28,0,1-2 Year,Yes,24304,124,176,1
42894,Male,47,1,28,0,1-2 Year,Yes,36595,30,105,0
53771,Male,31,1,13,0,< 1 Year,Yes,25465,124,56,0
56364,Male,42,1,28,1,1-2 Year,No,39168,26,77,0
46619,Female,23,1,46,1,< 1 Year,No,24548,160,86,0
58749,Male,24,1,8,0,1-2 Year,No,34349,124,202,0
26179,Female,51,1,46,0,1-2 Year,Yes,2630,156,134,0
42747,Female,40,1,28,0,1-2 Year,Yes,2630,26,110,0
56740,Female,76,1,35,0,1-2 Year,Yes,38331,163,138,0
18420,Female,31,1,29,0,1-2 Year,Yes,31177,26,263,1
41909,Female,52,1,28,0,1-2 Year,Yes,29082,26,265,1
21007,Female,29,1,36,1,< 1 Year,No,36056,152,154,0
36449,Female,54,1,15,1,1-2 Year,Yes,39418,26,259,0
30745,Female,38,1,28,0,1-2 Year,Yes,34785,26,221,0
30220,Male,43,1,17,0,1-2 Year,Yes,2630,156,17,0
4973,Male,43,1,5,0,1-2 Year,Yes,2630,124,174,0
40341,Male,42,1,41,0,1-2 Year,Yes,2630,156,286,1
41503,Male,38,1,26,0,1-2 Year,Yes,38703,156,57,1
3886,Female,51,1,41,0,1-2 Year,Yes,38094,26,186,1
53260,Female,48,1,50,0,1-2 Year,Yes,2630,30,177,0
30021,Male,21,1,28,1,1-2 Year,No,23381,124,224,0
62536,Male,21,1,37,0,< 1 Year,Yes,22336,152,165,1
38598,Female,53,1,31,1,1-2 Year,No,2630,124,165,0
35035,Female,70,1,7,1,1-2 Year,No,41599,124,150,0
61382,Female,22,1,23,0,< 1 Year,Yes,2630,160,91,0
32983,Male,32,1,50,1,1-2 Year,No,23513,124,140,0
63937,Female,22,1,45,1,< 1 Year,No,27767,152,88,0
45517,Female,24,1,45,1,< 1 Year,No,25025,152,4142,0
56302,Female,24,1,13,1,< 1 Year,No,25692,151,77,0
47787,Male,22,1,46,1,< 1 Year,No,32884,152,97,0
9293,Male,53,1,28,0,1-2 Year,Yes,30042,124,99,1
60214,Female,44,1,28,0,1-2 Year,Yes,43829,122,55,0
42841,Female,38,1,4,0,1-2 Year,Yes,2630,156,120,0
58129,Female,48,1,0,0,1-2 Year,Yes,2630,124,188,0
15650,Male,38,1,14,0,1-2 Year,Yes,24591,122,204,0
22300,Female,51,1,28,0,1-2 Year,Yes,43529,26,274,0
18445,Female,26,1,41,1,< 1 Year,No,37526,152,19,0
32488,Female,30,1,37,1,< 1 Year,No,30929,152,42,0
62058,Male,30,1,46,0,1-2 Year,Yes,48455,26,116,0
35140,Female,29,1,34,1,< 1 Year,No,32494,152,70,0
4098,Female,80,1,8,1,1-2 Year,No,41539,26,140,0
10695,Female,24,1,29,1,< 1 Year,No,29418,152,16,0
28845,Female,58,1,28,0,> 2 Years,Yes,67057,26,151,0
3819,Female,39,1,28,0,1-2 Year,Yes,67893,26,91,0
38829,Female,67,1,24,1,1-2 Year,No,25529,124,130,0
45990,Male,65,1,28,0,1-2 Year,Yes,2630,157,120,0
6895,Male,54,1,28,0,1-2 Year,Yes,54009,26,83,1
58417,Male,27,1,28,0,1-2 Year,Yes,52879,24,294,0
60432,Female,38,1,28,0,1-2 Year,Yes,31455,55,230,1
23457,Female,59,1,3,0,1-2 Year,Yes,39963,26,28,0
4248,Male,29,1,28,1,< 1 Year,No,52093,26,53,0
20543,Female,44,1,28,1,1-2 Year,No,25499,124,223,0
24558,Female,47,1,28,0,1-2 Year,Yes,44048,26,284,1
28046,Male,54,1,8,0,1-2 Year,Yes,2630,25,56,1
60779,Male,73,1,8,0,> 2 Years,Yes,31010,26,21,0
7913,Female,42,1,6,0,1-2 Year,Yes,23413,106,205,0
47113,Male,58,0,28,1,1-2 Year,No,51881,124,245,0
25015,Female,43,1,28,1,1-2 Year,No,28585,152,62,0
43550,Male,60,1,8,0,1-2 Year,Yes,2630,26,237,0
4071,Female,51,1,41,1,1-2 Year,No,39309,152,44,0
2711,Male,43,1,8,0,1-2 Year,Yes,29966,26,130,1
8473,Female,47,1,39,0,> 2 Years,Yes,39282,124,78,0
5283,Male,40,1,28,0,1-2 Year,Yes,37867,124,148,1
5069,Female,33,1,29,0,< 1 Year,Yes,32450,124,123,1
59436,Male,24,1,35,1,< 1 Year,No,25942,152,141,0
36602,Male,62,1,8,1,1-2 Year,No,37072,7,54,0
51545,Male,56,1,35,1,1-2 Year,No,26016,26,238,0
53832,Female,24,1,9,0,< 1 Year,Yes,2630,152,129,0
28239,Female,31,1,41,1,< 1 Year,No,37886,152,172,0
37263,Female,46,1,28,0,> 2 Years,Yes,48898,124,264,1
26965,Male,34,1,39,0,1-2 Year,Yes,31930,26,156,0
24838,Male,32,1,39,1,< 1 Year,No,38244,124,232,0
60657,Male,49,1,28,0,1-2 Year,Yes,43437,31,154,0
22448,Male,49,1,45,0,1-2 Year,Yes,32599,26,214,1
8248,Male,50,1,48,0,1-2 Year,Yes,2630,124,190,0
42640,Female,24,1,32,1,< 1 Year,No,33220,152,84,0
56609,Male,25,1,36,1,< 1 Year,No,31541,152,50,0
27271,Male,26,1,8,1,< 1 Year,No,39353,152,165,0
42313,Male,80,1,1,1,1-2 Year,No,2630,157,139,0
5332,Female,74,1,46,0,1-2 Year,No,2630,26,92,0
27593,Female,75,1,28,0,1-2 Year,Yes,37873,26,70,0
52135,Female,42,1,23,0,1-2 Year,No,36882,26,190,0
59223,Female,42,1,33,1,1-2 Year,No,2630,124,257,0
20992,Male,24,1,41,0,< 1 Year,Yes,2630,156,131,0
61887,Female,55,1,28,0,1-2 Year,Yes,47182,26,240,0
57810,Male,59,1,46,0,1-2 Year,Yes,2630,26,144,1
4204,Female,33,1,28,0,1-2 Year,Yes,31079,157,190,0
13525,Male,38,1,8,0,1-2 Year,Yes,27180,124,27,0
32455,Male,27,1,3,0,< 1 Year,Yes,22062,152,197,1
183,Male,37,1,18,1,1-2 Year,No,2630,122,292,0
33435,Male,20,1,6,0,1-2 Year,Yes,2630,163,230,1
38372,Male,58,1,37,0,1-2 Year,Yes,29117,124,265,1
699,Female,28,1,8,1,< 1 Year,No,32515,152,267,0
50182,Male,23,1,29,1,< 1 Year,No,2630,152,17,0
53240,Male,24,1,35,1,< 1 Year,No,26664,152,29,0
61826,Female,53,1,8,0,1-2 Year,Yes,2630,156,154,0
30093,Female,23,1,45,1,< 1 Year,No,30316,152,121,0
51784,Male,54,1,46,0,1-2 Year,Yes,33389,91,50,0
8314,Male,21,1,35,1,< 1 Year,No,37364,152,209,0
63571,Female,23,1,28,0,1-2 Year,Yes,29254,156,278,0
37769,Male,29,1,23,0,1-2 Year,Yes,2630,156,254,1
29299,Male,30,1,28,0,1-2 Year,Yes,2630,156,115,1
50855,Female,24,1,28,1,< 1 Year,No,28907,152,104,0
36899,Male,24,1,47,0,< 1 Year,No,18952,160,183,0
12592,Female,28,1,31,1,< 1 Year,No,2630,26,189,0
3006,Female,29,1,35,1,< 1 Year,No,28838,152,68,0
31210,Female,21,1,35,1,< 1 Year,No,41045,152,228,0
53859,Male,46,1,48,0,1-2 Year,Yes,2630,124,54,0
41335,Male,52,1,23,0,1-2 Year,Yes,27961,26,151,1
46588,Female,65,1,8,1,1-2 Year,No,2630,160,13,0
34600,Male,36,1,28,1,1-2 Year,No,2630,124,241,0
17849,Male,67,1,46,1,1-2 Year,No,39661,11,245,0
12372,Male,54,1,46,0,1-2 Year,Yes,34460,26,91,1
52159,Female,25,1,17,1,< 1 Year,No,33074,152,86,0
22074,Male,54,1,11,0,1-2 Year,No,30146,124,106,1
10376,Female,41,1,9,0,1-2 Year,Yes,37372,124,94,0
59347,Male,34,1,36,0,1-2 Year,Yes,2630,156,214,1
10766,Female,20,1,33,1,< 1 Year,Yes,2630,160,267,0
31017,Male,75,1,46,0,1-2 Year,Yes,42118,26,93,0
10236,Female,24,1,47,1,< 1 Year,No,36633,152,91,0
29062,Female,41,1,28,0,1-2 Year,Yes,18077,154,223,1
46255,Male,25,1,17,1,< 1 Year,No,51525,152,261,0
7624,Female,21,1,29,0,< 1 Year,Yes,29135,152,215,0
21759,Male,20,1,46,1,< 1 Year,No,2630,157,212,0
36786,Female,28,1,39,0,< 1 Year,Yes,40482,152,20,0
57303,Female,47,1,39,1,1-2 Year,No,41443,124,235,0
63411,Male,24,1,16,1,< 1 Year,No,2630,152,91,0
4191,Male,34,1,11,1,1-2 Year,No,35668,152,278,0
14485,Male,48,1,28,0,1-2 Year,Yes,52078,124,230,1
20713,Male,51,1,3,0,1-2 Year,Yes,35289,116,113,0
21168,Female,27,1,37,1,< 1 Year,No,38729,152,168,0
47818,Male,44,1,28,1,1-2 Year,No,2630,124,189,0
7211,Male,39,1,28,0,1-2 Year,Yes,66897,26,225,0
28511,Male,41,1,28,0,1-2 Year,Yes,45777,52,12,0
48415,Female,23,1,6,0,< 1 Year,Yes,23293,160,247,0
32006,Male,52,1,28,1,1-2 Year,No,53196,26,187,0
57965,Male,29,1,41,0,< 1 Year,Yes,31044,152,282,1
54318,Male,44,1,23,0,1-2 Year,Yes,24102,124,94,1
3472,Male,76,1,38,0,1-2 Year,Yes,37560,124,150,1
13330,Male,76,1,8,1,1-2 Year,No,43870,26,21,0
9632,Male,34,1,47,1,1-2 Year,No,31185,124,217,0
52871,Male,49,1,15,0,1-2 Year,Yes,32404,157,182,1
28190,Male,44,1,33,0,1-2 Year,Yes,2630,124,15,0
5994,Female,59,1,47,0,1-2 Year,Yes,48932,26,141,0
32590,Female,41,1,28,0,1-2 Year,Yes,49675,25,234,0
54990,Male,63,1,28,0,1-2 Year,Yes,104153,124,242,1
38367,Female,47,1,46,1,1-2 Year,No,51903,11,157,0
21766,Male,80,1,28,0,1-2 Year,Yes,55118,3,69,0
60502,Male,26,1,12,1,< 1 Year,No,28483,152,271,0
7095,Female,24,1,10,1,< 1 Year,No,29170,152,218,0
59840,Male,77,1,28,1,1-2 Year,No,26479,124,257,0
39262,Female,36,1,8,0,1-2 Year,No,2630,156,10,0
53215,Male,28,1,28,0,< 1 Year,Yes,44747,152,99,0
26372,Female,41,1,31,0,1-2 Year,Yes,2630,155,262,0
16624,Female,21,1,8,1,< 1 Year,No,38335,160,36,0
2017,Female,26,1,36,0,< 1 Year,Yes,40271,152,170,0
53862,Female,25,1,8,1,< 1 Year,No,26253,152,172,0
42386,Female,27,1,3,1,< 1 Year,No,35309,152,73,0
36584,Female,39,1,28,1,1-2 Year,No,44840,26,222,0
59968,Female,20,1,43,0,< 1 Year,No,2630,160,283,0
58920,Male,44,1,28,1,1-2 Year,No,50335,124,122,0
1548,Female,25,1,41,1,< 1 Year,No,38517,152,236,0
17874,Male,21,1,45,0,< 1 Year,No,2630,160,46,0
23932,Female,22,1,17,0,< 1 Year,No,37111,26,204,0
60720,Male,32,1,28,0,> 2 Years,Yes,52305,26,135,1
39347,Female,44,1,28,1,1-2 Year,No,31619,26,37,0
58783,Male,46,1,28,0,1-2 Year,Yes,24957,124,296,0
45262,Male,21,1,36,1,< 1 Year,No,33384,152,225,0
19876,Female,44,1,28,0,1-2 Year,Yes,37165,25,237,0
16233,Female,25,1,50,1,< 1 Year,No,28303,152,147,0
46699,Female,43,1,28,0,1-2 Year,Yes,32355,26,296,1
43418,Male,21,1,15,1,< 1 Year,No,32182,160,118,0
8615,Female,29,1,28,0,1-2 Year,Yes,29640,124,73,1
46867,Male,21,1,15,0,< 1 Year,Yes,27211,152,117,0
536,Male,56,1,35,0,1-2 Year,Yes,84915,26,13,0
32537,Male,31,1,23,0,1-2 Year,Yes,28573,124,90,1
60663,Male,58,1,8,0,1-2 Year,Yes,57241,26,180,0
54174,Female,23,1,8,1,< 1 Year,No,26452,152,140,0
35161,Male,23,1,8,1,< 1 Year,No,23727,152,293,0
63345,Female,54,1,28,0,1-2 Year,Yes,2630,26,39,0
34131,Male,24,1,37,0,< 1 Year,No,2630,160,85,0
52577,Male,47,1,28,0,1-2 Year,Yes,54759,26,230,0
55881,Female,57,1,28,0,1-2 Year,Yes,48189,124,1254,0
26966,Male,49,1,28,1,1-2 Year,No,45308,125,23,0
52841,Male,26,1,23,1,< 1 Year,No,30065,152,228,0
25628,Female,75,1,50,0,1-2 Year,Yes,49477,124,205,0
42124,Female,25,1,37,1,< 1 Year,No,22411,152,163,0
2805,Female,23,1,36,0,< 1 Year,Yes,25570,151,153,0
53990,Female,28,1,3,1,< 1 Year,No,29189,152,32,0
14332,Female,20,1,47,0,< 1 Year,No,33562,160,93,0
46303,Female,53,1,36,0,1-2 Year,Yes,59985,26,111,0
55849,Male,41,1,3,1,1-2 Year,No,30739,124,221,0
41174,Female,62,1,28,0,1-2 Year,Yes,47359,26,231,1
43806,Male,34,1,49,0,1-2 Year,Yes,26281,124,107,1
35907,Male,55,1,46,1,1-2 Year,No,30558,26,54,0
10956,Male,26,1,25,0,< 1 Year,No,39082,152,12,0
21844,Male,47,1,28,0,1-2 Year,Yes,27851,122,16,0
10110,Male,23,1,21,0,< 1 Year,Yes,28875,124,132,0
46729,Male,53,1,50,1,1-2 Year,No,34718,124,238,0
63021,Male,49,1,28,0,1-2 Year,Yes,2630,26,36,1
6296,Female,41,1,46,0,1-2 Year,Yes,29355,26,122,1
59764,Male,44,1,8,0,1-2 Year,No,2630,7,50,0
36679,Male,45,1,28,0,1-2 Year,Yes,41741,124,83,1
1830,Female,24,1,8,0,< 1 Year,No,63382,152,251,0
7687,Male,74,1,41,0,1-2 Year,Yes,59049,12,60,1
61757,Female,50,1,15,1,1-2 Year,No,29255,26,288,0
42675,Male,25,1,41,1,< 1 Year,No,2630,160,214,0
64029,Female,42,1,0,1,1-2 Year,No,2630,122,278,0
11637,Male,29,1,6,0,< 1 Year,Yes,24668,152,271,0
48640,Male,44,1,10,0,1-2 Year,Yes,2630,156,87,1
13280,Female,20,1,35,0,< 1 Year,No,2630,1,117,0
4021,Female,35,1,28,0,1-2 Year,Yes,31804,122,158,1
28998,Male,26,1,46,1,< 1 Year,No,30032,152,23,0
17288,Male,58,1,38,1,1-2 Year,Yes,33949,124,161,0
47894,Male,28,1,15,0,1-2 Year,Yes,2630,156,157,0
40907,Male,49,1,18,0,1-2 Year,Yes,31302,26,185,1
38338,Female,23,1,3,1,< 1 Year,No,30520,152,94,0
62488,Male,26,1,41,1,< 1 Year,No,83360,152,193,0
47390,Female,55,1,28,0,1-2 Year,Yes,42948,122,180,0
54481,Male,52,1,26,1,1-2 Year,No,36573,22,282,0
6365,Female,49,1,50,0,1-2 Year,Yes,44972,124,38,1
13177,Male,42,1,20,1,1-2 Year,No,2630,31,693,0
20192,Female,68,1,28,0,> 2 Years,Yes,55110,122,164,1
23619,Male,73,1,33,0,1-2 Year,No,25264,124,260,0
57621,Male,49,1,28,1,1-2 Year,No,28692,26,180,0
21569,Female,48,1,28,0,1-2 Year,Yes,45469,124,109,0
6122,Female,22,1,14,1,< 1 Year,Yes,25265,152,42,0
43090,Female,23,1,9,0,< 1 Year,No,24741,152,189,0
41121,Male,55,1,46,0,1-2 Year,Yes,31673,124,206,0
8920,Female,23,1,36,0,< 1 Year,Yes,41870,151,49,0
24370,Male,53,1,28,1,1-2 Year,Yes,52194,122,39,0
2847,Female,25,1,32,1,< 1 Year,No,28662,152,159,0
35859,Male,25,1,11,1,< 1 Year,No,2630,151,246,0
63685,Female,23,1,37,1,< 1 Year,No,30100,152,137,0
56080,Male,57,1,28,0,1-2 Year,Yes,36053,26,62,1
62730,Female,23,1,35,1,< 1 Year,No,32694,152,15,0
50348,Male,25,1,8,0,< 1 Year,Yes,27603,152,235,0
64549,Male,24,1,6,0,< 1 Year,Yes,28738,152,35,0
46457,Male,42,1,0,0,1-2 Year,Yes,2630,122,148,0
57683,Male,60,1,28,0,1-2 Year,No,35519,55,142,1
58153,Female,26,1,18,1,< 1 Year,No,32016,152,213,0
54980,Female,21,1,27,1,< 1 Year,Yes,25927,160,246,0
65035,Male,22,1,8,0,< 1 Year,Yes,56331,152,101,0
50137,Male,56,1,3,1,1-2 Year,No,28043,26,118,0
62393,Female,72,1,50,1,1-2 Year,Yes,29644,8,155,0
7665,Male,39,1,11,0,1-2 Year,Yes,27391,157,160,0
2381,Male,70,1,41,0,1-2 Year,Yes,33254,30,229,0
7192,Male,70,1,28,0,1-2 Year,Yes,32019,124,78,1
44719,Male,20,1,8,1,< 1 Year,No,26305,160,130,0
42534,Female,54,1,28,0,1-2 Year,Yes,22406,154,208,0
59013,Male,50,1,28,0,1-2 Year,Yes,32031,26,45,0
28306,Female,22,1,46,1,< 1 Year,No,24563,152,107,0
32531,Male,72,1,7,1,1-2 Year,No,32825,124,39,0
41451,Female,24,1,29,1,< 1 Year,No,33172,152,288,0
26808,Male,22,1,26,0,< 1 Year,Yes,43789,152,190,1
20117,Male,30,1,29,1,< 1 Year,No,28997,152,248,0
49213,Female,26,1,46,1,< 1 Year,No,23514,152,257,0
53986,Female,48,1,28,0,1-2 Year,Yes,29046,26,30,1
20069,Male,21,1,12,0,< 1 Year,Yes,2630,160,255,0
23609,Female,54,1,47,1,1-2 Year,No,49873,16,206,0
26452,Female,24,1,10,1,< 1 Year,No,22262,152,22,0
45668,Female,38,1,28,0,1-2 Year,Yes,2630,156,200,0
4508,Male,41,1,28,0,1-2 Year,Yes,47744,26,274,1
29923,Male,34,1,28,0,1-2 Year,Yes,56913,26,132,1
14504,Male,28,1,33,1,< 1 Year,No,38364,152,24,0
13865,Male,24,1,28,1,< 1 Year,No,100688,152,235,0
35980,Female,73,1,28,0,> 2 Years,Yes,42165,26,126,0
6783,Female,45,1,8,0,1-2 Year,Yes,29535,124,170,0
4324,Female,44,1,8,0,1-2 Year,Yes,35195,26,135,1
32796,Female,44,1,28,0,1-2 Year,Yes,47447,47,111,0
15944,Male,52,1,7,0,1-2 Year,Yes,2630,154,215,1
45678,Female,42,1,28,1,1-2 Year,No,2630,26,119,0
9911,Male,21,1,47,0,< 1 Year,Yes,34894,152,178,0
23724,Male,42,1,28,1,1-2 Year,No,29593,26,113,0
2351,Female,36,1,28,0,1-2 Year,Yes,49816,156,145,1
63785,Male,23,1,37,0,< 1 Year,Yes,58382,152,125,0
47079,Female,20,1,15,0,< 1 Year,Yes,45295,160,174,0
17114,Male,51,1,41,0,1-2 Year,Yes,34737,26,81,1
5270,Female,39,1,20,0,> 2 Years,Yes,2630,124,109,0
10066,Male,38,1,30,1,1-2 Year,No,27607,124,134,0
3069,Male,51,1,41,0,1-2 Year,Yes,31503,163,470,1
49602,Male,22,1,28,1,< 1 Year,No,52016,152,85,0
48073,Female,24,1,33,1,< 1 Year,No,35262,152,297,0
61840,Male,38,1,39,0,1-2 Year,Yes,2630,157,247,0
32177,Female,39,1,8,0,1-2 Year,Yes,2630,157,185,1
44207,Female,40,1,29,0,1-2 Year,Yes,33197,26,87,1
19425,Male,52,1,47,0,1-2 Year,No,37821,26,198,0
4807,Male,57,1,28,1,1-2 Year,No,2630,124,194,0
35557,Female,44,1,13,0,1-2 Year,Yes,26597,124,73,1
62064,Female,52,1,28,0,> 2 Years,Yes,2630,26,158,1
7812,Male,62,1,28,0,1-2 Year,Yes,51417,26,259,0
22600,Female,22,1,32,1,< 1 Year,No,2630,152,229,0
63165,Male,50,1,28,0,1-2 Year,Yes,48511,26,245,0
26762,Female,20,1,46,1,< 1 Year,No,53858,152,87,0
21413,Male,23,1,31,1,< 1 Year,No,2630,152,206,0
56911,Male,42,1,46,0,1-2 Year,Yes,25079,11,220,0
60101,Male,38,1,35,0,1-2 Year,Yes,34646,124,92,1
29757,Female,68,1,15,1,1-2 Year,No,24723,26,250,0
13381,Male,41,1,28,0,1-2 Year,Yes,30105,124,10,0
9030,Male,33,1,8,1,1-2 Year,No,2630,124,74,0
8335,Male,40,1,28,0,1-2 Year,No,36895,26,67,0
57980,Female,40,1,8,0,1-2 Year,Yes,34659,124,100,1
54701,Female,78,1,41,1,1-2 Year,No,38599,124,219,0
36108,Male,32,1,24,0,1-2 Year,Yes,18643,124,1876,1
20407,Male,57,1,7,0,1-2 Year,No,2630,26,215,0
45004,Male,48,1,28,0,1-2 Year,No,48915,124,203,0
51108,Female,23,1,14,1,< 1 Year,No,26089,151,251,0
45054,Female,67,1,41,0,1-2 Year,Yes,41335,26,106,0
25054,Male,31,1,28,1,< 1 Year,No,49314,152,235,0
9035,Male,29,1,2,0,1-2 Year,Yes,35311,124,130,1
59169,Female,49,1,33,1,1-2 Year,No,33967,124,31,0
16232,Female,33,1,33,1,< 1 Year,No,25879,152,209,0
58961,Male,40,1,11,0,1-2 Year,Yes,2630,26,57,1
31871,Male,40,1,28,0,1-2 Year,Yes,47542,26,268,0
15598,Male,62,1,28,0,1-2 Year,Yes,67957,122,221,1
42238,Male,27,1,46,1,< 1 Year,No,43446,152,208,0
64748,Male,24,1,50,0,< 1 Year,Yes,49094,163,263,1
1934,Male,48,1,37,0,1-2 Year,Yes,23127,52,93,0
60249,Female,65,1,3,0,1-2 Year,Yes,24522,30,211,0
12444,Male,48,1,29,0,1-2 Year,No,23647,154,145,0
43262,Male,46,1,46,1,1-2 Year,No,23350,124,210,0
26186,Female,45,1,28,0,> 2 Years,Yes,44046,26,100,1
9469,Male,52,1,28,0,1-2 Year,Yes,2630,122,171,1
20831,Female,74,1,46,1,1-2 Year,No,49855,26,262,0
43656,Male,50,1,28,0,1-2 Year,Yes,39690,26,102,0
26146,Male,39,1,0,0,1-2 Year,No,2630,55,177,0
57055,Female,41,1,28,0,1-2 Year,Yes,40623,26,218,0
12422,Female,37,1,33,0,1-2 Year,Yes,2630,160,124,0
34157,Male,28,1,35,1,< 1 Year,No,29539,152,51,0
1386,Female,25,1,16,1,< 1 Year,No,23595,159,36,0
7587,Male,60,1,8,0,1-2 Year,Yes,47081,7,18,0
46304,Male,21,1,45,0,< 1 Year,Yes,38071,156,77,0
13782,Female,30,1,35,1,< 1 Year,No,49885,152,117,0
36259,Female,43,1,45,0,1-2 Year,Yes,27369,124,170,0
52876,Male,28,1,41,0,1-2 Year,Yes,24986,156,81,0
12595,Male,24,1,8,1,< 1 Year,No,64797,160,218,0
30829,Female,27,1,28,1,< 1 Year,No,54292,152,154,0
60788,Male,67,1,28,0,1-2 Year,Yes,44144,122,249,0
22330,Male,36,1,8,0,1-2 Year,Yes,36985,124,165,0
16798,Male,49,1,4,1,1-2 Year,No,35019,46,66,0
61770,Female,62,1,28,0,> 2 Years,Yes,34564,124,227,0
23016,Male,43,1,41,0,1-2 Year,Yes,2630,156,149,0
53203,Male,66,1,28,0,1-2 Year,Yes,28513,124,214,0
12743,Male,64,1,28,1,1-2 Year,No,27958,122,56,0
21621,Female,50,1,34,1,1-2 Year,No,33662,26,198,0
50377,Female,27,1,28,1,< 1 Year,No,2630,160,240,0
29881,Male,35,1,8,0,1-2 Year,Yes,32380,156,214,0
7822,Female,49,1,28,0,> 2 Years,Yes,38623,26,239,1
34045,Male,21,1,2,1,< 1 Year,No,16941,160,205,0
59776,Male,55,1,41,1,1-2 Year,No,41671,124,184,0
10403,Female,57,1,28,0,1-2 Year,Yes,55577,26,220,0
12224,Female,22,1,41,1,< 1 Year,No,44755,152,75,0
2862,Male,45,1,28,0,1-2 Year,Yes,82096,26,89,0
62083,Male,25,1,28,0,< 1 Year,Yes,28027,160,59,0
38792,Female,55,1,28,0,1-2 Year,Yes,2630,122,156,0
28656,Male,25,1,46,0,< 1 Year,Yes,2630,160,210,0
60115,Male,39,1,3,0,1-2 Year,Yes,2630,163,73,1
56705,Female,25,1,11,1,< 1 Year,No,19291,152,186,0
27693,Female,45,1,28,0,1-2 Year,Yes,26547,26,11,0
8836,Female,22,1,4,1,< 1 Year,No,27874,160,153,0
36969,Female,24,1,46,0,< 1 Year,Yes,2630,1,25,0
38147,Female,33,1,41,1,< 1 Year,No,32082,152,20,0
33652,Female,45,1,28,1,1-2 Year,No,36975,42,286,0
54651,Male,21,1,28,0,< 1 Year,Yes,45356,160,182,0
57517,Female,50,1,28,0,1-2 Year,No,61964,60,262,0
21434,Female,42,1,11,0,1-2 Year,Yes,28018,124,284,0
11778,Female,27,1,12,1,< 1 Year,No,2630,152,42,0
62264,Female,43,1,41,0,1-2 Year,Yes,31948,136,129,1
61897,Male,37,1,36,0,1-2 Year,Yes,40339,124,243,1
19343,Male,24,1,8,1,< 1 Year,No,35194,152,220,0
52346,Male,24,1,18,1,< 1 Year,No,30068,152,213,0
56982,Female,25,1,28,0,< 1 Year,Yes,66124,152,144,0
12392,Female,28,1,50,1,< 1 Year,No,37333,152,86,0
65451,Male,47,1,46,0,1-2 Year,Yes,28330,124,219,1
45780,Female,40,1,41,1,1-2 Year,No,22476,26,30,0
1849,Male,25,1,41,1,< 1 Year,No,31236,152,129,0
23638,Female,78,1,35,1,1-2 Year,No,2630,124,257,0
60994,Female,35,1,15,1,1-2 Year,No,29446,151,158,0
54763,Female,51,1,28,0,> 2 Years,Yes,44861,25,297,1
19984,Female,23,1,41,1,< 1 Year,No,21710,152,271,0
53782,Male,51,1,8,0,1-2 Year,Yes,35204,25,230,0
17130,Male,56,1,18,0,1-2 Year,Yes,51929,124,196,0
37754,Female,22,1,29,1,< 1 Year,No,43358,152,124,0
11190,Male,20,1,11,0,< 1 Year,No,2630,160,245,0
30423,Female,51,1,28,0,1-2 Year,Yes,41795,26,275,1
39425,Male,44,1,28,0,1-2 Year,Yes,39253,13,58,1
9969,Male,30,1,47,0,1-2 Year,Yes,43707,16,298,0
36222,Male,37,1,18,0,1-2 Year,Yes,34870,26,281,1
6279,Female,27,1,15,0,< 1 Year,Yes,55738,152,40,0
41061,Female,74,1,28,0,> 2 Years,Yes,44133,26,220,0
21253,Female,59,1,47,1,1-2 Year,No,27736,26,291,0
37098,Male,45,1,28,1,1-2 Year,No,40394,124,232,0
27550,Male,29,1,49,0,< 1 Year,Yes,30700,124,224,1
47659,Female,45,1,46,0,1-2 Year,Yes,25180,124,236,0
39050,Female,26,1,46,0,< 1 Year,Yes,32092,152,223,0
54093,Male,22,1,46,0,< 1 Year,Yes,47056,152,159,0
52906,Female,24,1,50,1,< 1 Year,No,30281,152,26,0
40250,Male,40,1,28,0,> 2 Years,Yes,31098,124,57,0
62237,Female,24,1,30,1,< 1 Year,No,43652,152,203,0
60682,Female,26,1,8,1,< 1 Year,No,25020,152,152,0
49943,Male,23,1,41,1,< 1 Year,No,47146,152,62,0
60880,Male,59,1,3,0,1-2 Year,Yes,23687,26,104,1
53618,Female,22,1,47,1,< 1 Year,No,29366,152,205,0
52816,Male,21,1,7,0,< 1 Year,Yes,24653,160,141,0
17546,Female,47,1,39,1,1-2 Year,No,41073,124,38,0
60099,Male,36,1,8,0,1-2 Year,Yes,2630,124,292,0
